category,expiration_date,name,price,product_id,production_date,quantity,rating,status,price_in_$
Молочные продукты,2001-01-04,Сыр,7046,559,1992-03-14,457,2.28,Cancelled,664015.0399999999
Бакалея,2016-09-02,Укроп сушеный,7834,560,1996-05-09,963,2.85,Cancelled,738276.1599999999
Молочные продукты,1999-01-23,Каймак,3003,561,1996-01-03,756,1.71,New,283002.72
Товары для дома,2025-11-06,Зубная щетка,5429,562,2000-07-05,933,0.88,Shipping,511628.95999999996
Овощи,2030-08-10,Укроп,3565,563,2008-09-05,966,1.15,Available for Pickup,335965.6
Молочные продукты,2015-04-10,Сыр,2487,564,1995-11-01,53,3.16,Temporarily Unavailable,234374.87999999998
Фрукты,2007-02-26,Черника,6409,565,2006-02-17,618,4.87,Cancelled,603984.1599999999
Мясо,2024-05-01,Карпаччо,9190,566,2008-05-15,605,0.05,Pending,866065.6
Мясо,2025-07-19,Студень,9616,567,2015-05-05,830,0.91,In Stock,906211.84
Фрукты,1995-10-14,Апельсин,6304,568,1992-06-14,258,4.08,On Backorder,594088.96
Мясо,2000-02-17,Кесадилья с мясом,5750,569,1991-03-01,807,0.74,Refunded,541880.0
Бакалея,2005-04-02,Томатная паста,3096,570,2004-03-27,880,3.97,Refunded,291767.04
Молочные продукты,2030-10-10,Йогурт,2864,571,2012-05-05,512,3.09,New,269903.36
Товары для дома,2004-06-01,Пена для бритья,7821,572,1991-02-08,672,0.49,New,737051.0399999999
Бакалея,1997-09-09,Камут,5074,573,1994-05-03,259,1.29,Awaiting Review,478173.75999999995
Овощи,2019-04-07,Турнепс,4691,574,2018-09-16,234,2.09,Returned,442079.83999999997
Фрукты,2025-05-15,Авокадо,8133,575,2022-04-04,253,2.92,In Stock,766453.9199999999
Товары для дома,2025-02-10,Пакеты для Дня благодарения,5898,576,1999-02-17,242,1.49,Cancelled,555827.52
Мясо,2015-01-03,Куриные грудки,603,577,1999-04-01,851,4.35,Awaiting Payment,56826.719999999994
Овощи,2010-01-05,Капуста белокочанная,1952,578,1995-01-23,229,1.86,Refunded,183956.47999999998
Товары для дома,2021-02-02,Пакеты для Дня отца,1505,579,1991-02-03,449,0.25,New,141831.19999999998
Мясо,2022-01-25,Сухое мясо,2196,580,2020-01-15,886,3.42,Available for Pickup,206951.03999999998
Напитки,2019-05-10,Йогурт питьевой,4582,581,2009-06-13,924,2.04,Awaiting Payment,431807.68
Мясо,2027-10-05,Пирожки с мясом,4586,582,2021-03-05,697,0.07,On Backorder,432184.63999999996
Бакалея,2023-04-01,Йогурт натуральный,6096,583,2019-05-04,745,0.17,Out of Stock,574487.0399999999
Напитки,2020-01-13,Ульяновская,3245,584,1993-02-01,703,3.0,Available for Pickup,305808.8
Фрукты,2029-01-09,Яблоко,9625,585,2012-01-02,915,3.16,Refunded,907060.0
Бакалея,2001-01-19,Амарант семена,6938,586,2000-06-12,500,4.56,Awaiting Payment,653837.12
Товары для дома,2020-01-12,Тарелки мелкие,5814,587,2015-04-03,632,4.89,Shipping,547911.36
Фрукты,2004-03-13,Персик,8677,588,2004-01-09,56,1.54,Out of Stock,817720.48
Мясо,2003-02-05,Стейк,3589,589,1999-02-02,819,4.96,Shipping,338227.36
Товары для дома,2010-01-20,Пакеты для свадьбы,7110,590,1998-07-07,810,3.07,Sold,670046.3999999999
Напитки,2013-03-01,Вологодская,2255,591,1999-02-14,803,3.64,Pending,212511.19999999998
Фрукты,2023-03-02,Фейхоа,5511,592,2020-03-02,866,3.29,Awaiting Review,519356.63999999996
Фрукты,2024-02-12,Манго,5717,593,1993-01-09,872,0.3,Awaiting Payment,538770.08
Фрукты,2026-02-06,Карамбола,8435,594,2022-02-01,383,4.3,On Backorder,794914.3999999999
Бакалея,2013-09-03,Растительное масло горчичное,7723,595,1993-01-04,362,0.16,Refunded,727815.52
Напитки,2017-03-01,Балаковская,6782,596,2014-04-15,661,1.55,Delivered,639135.6799999999
Напитки,2026-01-03,Соевый напиток,5379,597,2009-07-14,300,1.38,Refunded,506916.95999999996
Бакалея,2013-01-10,Корица молотая,1389,598,2006-01-21,13,3.5,Out of Stock,130899.35999999999
Фрукты,2012-08-05,Крыжовник,4714,599,2010-01-05,923,4.1,Sold,444247.36
Мясо,2024-08-05,Солонина,3390,600,2010-02-01,9,4.12,Backorder,319473.6
Фрукты,2015-03-10,Абрикос,6454,601,2012-02-26,792,0.09,Temporarily Unavailable,608224.96
Мясо,2020-04-26,Салями,8585,602,2006-01-16,258,1.39,Delivered,809050.3999999999
Напитки,2018-09-07,Нафтуся,3592,603,2002-08-06,617,3.65,Returned,338510.07999999996
Овощи,2007-05-15,Помидор,8137,604,1992-08-10,351,3.25,Pending,766830.88
Мясо,2027-02-22,Паштет,605,605,2010-05-11,926,3.66,In Stock,57015.2
Бакалея,2021-04-17,Каша из дробленной пшеничной крупы,7832,606,2016-01-04,83,4.88,Shipping,738087.6799999999
Овощи,2025-01-02,Чечевица,137,607,1990-06-07,259,4.93,Shipping,12910.88
Фрукты,2027-09-03,Груша,3675,608,2016-05-12,48,0.14,Awaiting Review,346332.0
Молочные продукты,2026-04-06,Российский сыр,3307,609,2022-01-27,489,1.79,Cancelled,311651.68
Товары для дома,2028-01-12,Матрасы,3959,610,1994-01-19,849,4.33,Delivered,373096.16
Фрукты,2020-05-10,Манго,7108,611,2002-03-14,426,0.21,Pending,669857.9199999999
Молочные продукты,2010-07-01,Молоко,2190,612,2003-12-01,843,1.86,Temporarily Unavailable,206385.59999999998
Мясо,2023-09-05,Сэндвичи с ветчиной,7256,613,2014-07-12,269,2.12,New,683805.44
Овощи,2000-03-08,Брокколи,2723,614,2000-01-19,937,0.34,On Backorder,256615.52
Товары для дома,2025-07-01,Пена для бритья,3472,615,2016-02-23,972,0.35,Backorder,327201.27999999997
Овощи,2021-06-03,Чечевица,566,616,2000-01-09,170,4.68,Temporarily Unavailable,53339.84
Напитки,2023-01-16,Вологодская,424,617,2012-01-06,267,4.6,Cancelled,39957.759999999995
Овощи,1998-03-01,Петрушка корневая,359,618,1996-03-23,533,0.05,Cancelled,33832.159999999996
Бакалея,2016-05-02,Тэфф,4083,619,2000-01-02,866,1.73,Out of Stock,384781.92
Бакалея,2014-01-09,Каша из овса,766,620,2001-12-12,435,0.1,Shipping,72187.84
Товары для дома,2027-11-02,Постельное белье,2664,621,2002-02-07,69,4.54,Cancelled,251055.36
Фрукты,2014-04-04,Апельсин,1447,622,2014-04-04,240,0.81,New,136365.28
Мясо,2023-03-02,Донер-кебаб,4501,623,2007-08-14,974,2.93,Sold,424174.24
Овощи,2023-06-05,Перец болгарский,1893,624,2019-05-07,757,4.54,Temporarily Unavailable,178396.31999999998
Фрукты,2020-01-04,Грейпфрут,4513,625,2000-01-19,899,1.31,Shipping,425305.12
Товары для дома,2029-05-02,Матрасы,3143,626,2007-02-02,395,0.14,Backorder,296196.32
Бакалея,2011-01-18,"Специи (перец, куркума, зира)",5866,627,1996-03-02,730,2.69,Backorder,552811.84
Мясо,2028-04-10,Сардельки,7630,628,1997-05-11,112,0.03,Available for Pickup,719051.2
Напитки,2028-06-18,Буковинская,1518,629,1999-02-09,794,1.41,On Backorder,143056.31999999998
Напитки,2027-07-08,Самарская,3600,630,2020-04-08,306,4.52,Shipping,339264.0
Товары для дома,2025-01-09,Пакеты для Дня Победы,1154,631,1997-02-02,598,2.62,Refunded,108752.95999999999
Фрукты,2018-05-08,Мандарин,2854,632,2011-01-13,188,1.58,New,268960.95999999996
Фрукты,2028-04-18,Абрикос,3235,633,1990-06-01,703,0.38,Cancelled,304866.39999999997
Товары для дома,2009-02-01,Пакеты для заморозки,3195,634,1998-03-25,462,2.25,Pending,301096.8
Фрукты,2015-02-22,Черешня,1354,635,2007-01-21,85,2.17,Temporarily Unavailable,127600.95999999999
Бакалея,2027-03-05,Ямайский перец горошком,735,636,2011-06-02,959,2.97,Temporarily Unavailable,69266.4
Мясо,2025-04-28,Пастрома,6615,637,2019-07-09,857,1.37,In Stock,623397.6
Овощи,2026-04-03,Портулак,1570,638,2008-05-19,253,1.7,In Stock,147956.8
Бакалея,2014-05-11,Маринад для мяса,778,639,2003-01-04,293,0.97,Refunded,73318.72
Овощи,2029-05-05,Портулак,5323,640,1992-02-20,23,1.98,Cancelled,501639.51999999996
Товары для дома,2026-01-13,Пакеты для аукциона,5904,641,1994-09-22,1,0.5,Cancelled,556392.96
Мясо,2017-01-06,Сухое мясо,1957,642,2012-11-10,507,1.49,Pending,184427.68
Бакалея,2019-03-22,Чабрец сушеный,5895,643,2006-08-16,716,2.49,Backorder,555544.7999999999
Овощи,2008-07-06,Морковь,781,644,1993-09-16,668,1.65,Pending,73601.44
Овощи,2017-07-06,Бамия,9338,645,2004-01-02,505,4.94,Pending,880013.12
Молочные продукты,2025-04-10,Сметана,8425,646,2006-07-07,619,4.76,Refunded,793972.0
Овощи,2018-02-01,Сельдерей,6191,647,1999-04-03,641,2.47,Temporarily Unavailable,583439.84
Овощи,2016-05-05,Горох,6964,648,1995-01-01,333,1.59,Backorder,656287.36
Бакалея,2025-10-02,Каша из дробленного пшена,3317,649,2004-02-08,369,0.05,On Backorder,312594.07999999996
Напитки,2030-04-01,Солнечногорская,6043,650,2011-01-09,821,1.73,Refunded,569492.32
Овощи,2015-03-04,Бамия,4751,651,2011-06-17,711,2.15,Available for Pickup,447734.24
Товары для дома,2025-02-16,Гель после бритья,6085,652,2004-02-02,281,0.02,Sold,573450.4
Молочные продукты,2023-10-03,Каймак,9996,653,2022-09-12,927,3.88,On Backorder,942023.0399999999
Мясо,2022-03-02,Косулятина,7526,654,2007-06-12,518,4.68,On Backorder,709250.24
Фрукты,2016-10-21,Слива,5063,655,2001-01-02,736,3.98,Out of Stock,477137.12
Фрукты,2018-05-05,Персик,4089,656,1997-04-04,276,2.16,Shipping,385347.36
Фрукты,2023-06-01,Ананас,8531,657,2007-07-15,306,1.37,Awaiting Payment,803961.44
Фрукты,2003-01-06,Клюква,1118,658,1996-10-03,363,3.39,Refunded,105360.31999999999
Фрукты,2026-04-13,Слива,1002,659,2015-05-12,469,0.51,Available for Pickup,94428.48
Товары для дома,2029-06-13,Шампунь,4265,660,2005-01-06,943,0.2,Returned,401933.6
Фрукты,2029-03-17,Виноград,1257,661,2015-03-18,450,3.12,Backorder,118459.68
Молочные продукты,2018-09-03,Йогурт,9608,662,1996-02-01,624,0.16,Shipping,905457.9199999999
Мясо,2009-10-04,Донер-кебаб,2764,663,1994-03-01,766,1.98,Shipping,260479.36
Напитки,2010-05-02,Южно-Сахалинская,6171,664,1999-01-05,534,2.14,On Backorder,581555.0399999999
Молочные продукты,1991-02-01,Творог,7762,665,1990-06-17,357,0.81,Backorder,731490.88
Мясо,2025-02-19,Тушенка,1568,666,2012-05-07,678,2.54,Refunded,147768.31999999998
Фрукты,2020-06-12,Шелковица,931,667,2007-07-03,8,1.82,Awaiting Review,87737.44
Овощи,2021-03-09,Лук-порей,7811,668,2017-04-02,113,4.58,Returned,736108.64
Бакалея,2023-02-14,Каша из дробленного пшена,5670,669,2010-02-04,547,0.36,Cancelled,534340.7999999999
Товары для дома,2014-05-04,Пакеты для обуви,6784,670,2013-03-08,582,3.5,Backorder,639324.1599999999
Товары для дома,2026-01-01,Расческа,6549,671,2000-04-01,56,2.65,Out of Stock,617177.76
Молочные продукты,2021-02-03,Курт,4376,672,2000-01-08,857,2.68,New,412394.24
Фрукты,2017-08-01,Нектарин,1493,673,1994-04-04,122,2.12,Delivered,140700.31999999998
Молочные продукты,2021-07-02,Масло сливочное,444,674,2021-01-02,280,1.68,On Backorder,41842.56
Товары для дома,2029-03-13,Пищевая пленка,9965,675,2003-02-14,51,0.19,On Backorder,939101.6
Мясо,2007-04-07,Куриные субпродукты,7418,676,2003-08-03,517,0.47,Temporarily Unavailable,699072.32
Овощи,2001-02-07,Картофель,3406,677,1992-01-03,169,4.6,Delivered,320981.44
Товары для дома,2020-01-01,Пена для бритья,2931,678,2015-07-04,203,3.72,Delivered,276217.44
Овощи,2007-07-08,Бамия,5216,679,2004-01-28,639,4.27,Delivered,491555.83999999997
Овощи,2019-08-19,Портулак,6291,680,1997-02-15,679,3.77,New,592863.84
Фрукты,2014-02-12,Смородина,7716,681,2002-06-03,806,4.78,Delivered,727155.84
Овощи,2019-04-12,Эндивий,8974,682,2013-02-13,256,3.5,Backorder,845709.76
Мясо,2015-01-01,Грудинка копченая,3790,683,2006-03-01,858,4.64,Backorder,357169.6
Мясо,2009-04-18,Свинина,2521,684,1991-06-01,773,3.54,Sold,237579.03999999998
Товары для дома,2027-09-04,Миксер,4259,685,2005-01-19,309,2.56,Returned,401368.16
Напитки,1994-01-19,Озеро Медвежье,9586,686,1993-01-03,999,3.63,Awaiting Payment,903384.6399999999
Товары для дома,2026-06-03,Пакеты для пикников,2607,687,2022-01-17,69,4.61,Out of Stock,245683.68
Овощи,2009-06-03,Патиссон,4771,688,1998-01-16,717,2.23,Awaiting Payment,449619.04
Товары для дома,2026-04-02,Пакеты для Нового года,1581,689,2021-10-08,777,0.53,In Stock,148993.44
Мясо,2014-02-13,Тако с мясом,9964,690,1996-01-03,728,3.43,Temporarily Unavailable,939007.36
Овощи,2023-02-20,Репа,4910,691,2019-02-27,251,2.63,Delivered,462718.39999999997
Фрукты,2030-04-01,Фейхоа,8608,692,2014-01-01,901,2.77,Pending,811217.9199999999
Фрукты,2025-09-07,Помело,4895,693,1999-01-16,327,2.52,Available for Pickup,461304.8
Бакалея,2030-06-09,"Орехи (грецкий орех, миндаль, фундук)",8379,694,1999-01-11,438,0.88,Cancelled,789636.96
Молочные продукты,2026-02-11,Каймак,7948,695,2003-02-09,459,0.69,On Backorder,749019.5199999999
Товары для дома,2016-05-09,Пакеты для лекарств,7174,696,2013-11-04,408,2.24,New,676077.76
Фрукты,2029-01-01,Хурма,8431,697,2003-08-10,804,3.61,Shipping,794537.44
Фрукты,2019-02-15,Карамбола,8710,698,2007-04-03,833,2.29,Sold,820830.3999999999
Фрукты,2005-05-26,Слива,8611,699,2003-02-02,933,2.37,In Stock,811500.64
Напитки,2027-04-16,Monster Energy,8346,700,2018-03-12,845,3.16,Awaiting Review,786527.0399999999
Фрукты,2020-03-05,Виноград,1101,701,2018-01-14,503,0.34,New,103758.23999999999
Молочные продукты,2015-02-04,Эмменталь,1160,702,2010-01-05,70,3.67,Awaiting Payment,109318.4
Бакалея,1999-03-01,Гречка,3662,703,1990-01-03,133,0.91,Available for Pickup,345106.88
Овощи,2025-06-03,Кольраби,6482,704,2014-01-08,737,4.22,Awaiting Review,610863.6799999999
Товары для дома,2019-05-04,Отбеливатель,3064,705,2006-01-05,1,0.59,On Backorder,288751.36
Молочные продукты,2029-07-05,Топлёное молоко,5331,706,2009-03-12,913,3.96,Backorder,502393.43999999994
Бакалея,2018-02-01,Каша из дробленного риса,6150,707,1995-01-10,581,1.75,Out of Stock,579576.0
Фрукты,2026-03-03,Грейпфрут,1591,708,2005-03-04,375,3.48,Out of Stock,149935.84
Молочные продукты,2024-01-01,Масло сливочное,757,709,2013-06-02,939,2.41,Returned,71339.68
Бакалея,2000-03-03,Сметана,2860,710,1996-05-06,513,3.55,Sold,269526.39999999997
Бакалея,2029-01-03,Каша из дробленой пшеницы,8452,711,2014-01-01,919,3.7,Refunded,796516.48
Мясо,2020-06-01,Рулька,6367,712,2003-11-09,511,2.06,Cancelled,600026.08
Товары для дома,2021-01-01,Скалки,9583,713,2004-04-01,830,1.55,Temporarily Unavailable,903101.9199999999
Мясо,2025-01-23,Куриные субпродукты,5772,714,2015-04-01,524,4.73,Delivered,543953.28
Молочные продукты,2008-01-17,Гауда,4198,715,1996-05-02,563,0.31,Awaiting Review,395619.51999999996
Молочные продукты,2023-02-01,Верблюжье молоко,3496,716,2016-01-10,755,0.72,Temporarily Unavailable,329463.04
Бакалея,2024-01-20,Каша из дробленой гречихи,294,717,2014-01-16,666,2.37,Delivered,27706.559999999998
Товары для дома,1994-01-02,Пакеты для уборки,6384,718,1993-01-15,314,4.0,Shipping,601628.1599999999
Молочные продукты,2030-02-01,Камамбер,9933,719,2010-02-06,952,2.68,Temporarily Unavailable,936085.9199999999
Товары для дома,2018-02-26,Пакеты для ярмарки,4947,720,2010-05-21,435,0.49,Delivered,466205.27999999997
Овощи,2001-01-02,Батат,9406,721,1997-01-01,726,0.84,Cancelled,886421.44
Молочные продукты,2021-01-01,Простокваша,7741,722,2004-01-01,431,3.24,Cancelled,729511.84
Мясо,2022-04-12,Стейк,9304,723,2009-03-01,998,4.01,On Backorder,876808.96
Товары для дома,2030-01-03,Кондиционер для белья,9815,724,2005-02-01,254,3.19,On Backorder,924965.6
Молочные продукты,2030-05-04,Моцарелла,4873,725,2007-01-04,987,0.47,In Stock,459231.51999999996
Напитки,2012-07-24,Люберецкая,6912,726,2008-03-01,34,2.73,Temporarily Unavailable,651386.88
Мясо,2030-08-06,Чоризо,5187,727,2018-06-09,354,1.06,Temporarily Unavailable,488822.87999999995
Мясо,2022-09-01,Колбаса копченая,6218,728,1992-03-06,274,3.57,Available for Pickup,585984.32
Мясо,2000-02-05,Варено-копченая колбаса,5399,729,1995-10-09,712,4.21,Backorder,508801.75999999995
Товары для дома,2018-05-19,Пакеты для Нового года,6584,730,2008-04-18,272,2.09,Returned,620476.1599999999
Фрукты,2028-01-03,Фейхоа,4292,731,2018-12-04,333,2.29,Out of Stock,404478.07999999996
Товары для дома,2020-01-17,Пакеты для спортзала,9535,732,1997-01-06,756,2.84,Backorder,898578.3999999999
Мясо,2030-02-01,Ливерная колбаса,4698,733,2016-06-08,883,0.96,Delivered,442739.51999999996
Товары для дома,2014-09-06,Пакеты для рыбалки,4919,734,1992-11-02,419,3.55,Awaiting Payment,463566.56
Фрукты,2027-04-05,Грейпфрут,6330,735,2012-05-04,680,3.39,Available for Pickup,596539.2
Напитки,2011-01-08,Тверская,8864,736,2009-01-18,175,2.9,Sold,835343.36
Фрукты,2030-01-05,Грейпфрут,5040,737,2020-01-05,821,3.28,Cancelled,474969.6
Фрукты,2025-08-07,Лимон,2454,738,2013-09-12,745,3.07,Available for Pickup,231264.96
Напитки,2018-01-04,Кристалл Байкала,5257,739,2002-05-01,763,4.87,In Stock,495419.68
Овощи,2022-01-05,Укроп,9904,740,2021-08-01,585,1.77,Refunded,933352.96
Молочные продукты,2026-01-11,Камамбер,4409,741,2019-06-20,204,4.77,Available for Pickup,415504.16
Фрукты,2026-04-14,Груша,7924,742,2019-02-02,720,1.15,Shipping,746757.76
Фрукты,2026-03-15,Малина,2386,743,2020-01-08,441,4.63,New,224856.63999999998
Товары для дома,2029-02-16,Мыло твердое,1518,744,2016-05-02,998,4.93,Pending,143056.31999999998
Бакалея,2025-04-08,Бадьян,4651,745,2013-01-16,205,1.84,Temporarily Unavailable,438310.24
Товары для дома,1996-08-11,Ложки столовые,4512,746,1996-01-02,209,0.34,Shipping,425210.88
Мясо,2022-03-06,Сальтисон,2905,747,2018-01-08,701,4.24,Cancelled,273767.2
Фрукты,2026-07-05,Манго,3533,748,2001-04-04,723,2.46,Awaiting Review,332949.92
Бакалея,2010-04-03,Масло подсолнечное,3629,749,2008-07-01,145,1.57,Out of Stock,341996.95999999996
Бакалея,2030-02-06,Консервированные бобы,6728,750,2013-02-02,374,4.89,Pending,634046.72
Фрукты,1998-06-20,Виноград,8287,751,1991-04-18,901,0.18,Pending,780966.88
Бакалея,1996-03-09,Паприка острая молотая,5509,752,1995-05-12,145,4.65,New,519168.16
Напитки,2021-04-21,Schweppes Tonic Water,453,753,2015-01-06,753,1.38,Sold,42690.72
Молочные продукты,1996-01-02,Верблюжье молоко,4292,754,1993-04-19,450,3.39,Pending,404478.07999999996
Мясо,2022-06-26,Конина,957,755,1994-02-15,886,2.83,In Stock,90187.68
Мясо,2029-01-26,Стейк,4924,756,2011-04-04,731,3.18,Delivered,464037.75999999995
Мясо,2030-03-11,Кесадилья с мясом,1270,757,2001-02-08,617,2.49,Returned,119684.79999999999
Молочные продукты,2016-02-02,Каймак,2013,758,2011-03-02,887,1.06,Backorder,189705.12
Фрукты,2000-02-14,Мандарин,9121,759,1998-01-09,378,4.92,Sold,859563.0399999999
Товары для дома,2027-03-08,Пакеты для ярмарки,7433,760,2018-09-06,410,1.3,Returned,700485.9199999999
Товары для дома,2012-03-21,Подносы,8359,761,2002-01-03,322,3.27,Shipping,787752.1599999999
Фрукты,2001-02-23,Черешня,9625,762,1999-03-01,590,2.68,Delivered,907060.0
Мясо,2025-02-07,Конина,797,763,1997-02-10,718,0.27,Returned,75109.28
Бакалея,2025-11-04,Амарант семена,2745,764,2016-02-20,186,4.85,Shipping,258688.8
Бакалея,2017-07-01,Сырой арахис,6023,765,2014-06-07,973,2.62,Out of Stock,567607.52
Фрукты,2016-04-07,Мандарин,9898,766,1995-01-19,23,2.74,Awaiting Payment,932787.5199999999
Фрукты,2024-04-20,Айва,2543,767,2022-01-04,249,1.8,Refunded,239652.31999999998
Бакалея,2028-04-02,Подсолнечник семена,1901,768,2004-09-06,843,4.13,Refunded,179150.24
Мясо,2016-01-02,Оленина,646,769,2000-01-03,566,4.01,Backorder,60879.03999999999
Бакалея,2029-02-08,Масло оливковое,7159,770,2002-07-18,382,3.81,Returned,674664.1599999999
Мясо,2023-09-14,Язык,6874,771,2020-04-02,947,0.79,Backorder,647805.76
Фрукты,2014-03-09,Абрикос,7176,772,1996-01-05,109,2.18,Shipping,676266.24
Напитки,2019-01-13,Холодный чай с лимоном,9599,773,2015-03-04,115,2.33,Awaiting Payment,904609.7599999999
Мясо,2010-01-01,Буррито с мясом,1200,774,1996-02-09,502,1.8,New,113088.0
Овощи,2000-07-10,Баклажан,4988,775,1995-07-02,672,1.22,Pending,470069.12
Мясо,2011-05-03,Паштет,576,776,1992-01-02,716,0.55,New,54282.24
Товары для дома,2024-06-12,Стаканы,5329,777,2019-07-01,702,2.55,Available for Pickup,502204.95999999996
Молочные продукты,2017-06-01,Пахта,7253,778,2008-03-08,536,4.97,In Stock,683522.72
Овощи,2029-03-05,Бамия,1222,779,2022-09-04,31,2.24,Backorder,115161.28
Мясо,2003-05-13,Сальтисон,9301,780,1992-01-11,991,2.4,On Backorder,876526.24
Напитки,2014-04-13,Форосская,8870,781,1999-02-08,643,2.54,Temporarily Unavailable,835908.7999999999
Товары для дома,2030-02-11,Пакеты для школы,9146,782,2022-05-20,892,2.77,Shipping,861919.0399999999
Фрукты,2019-02-08,Айва,2652,783,2009-01-06,823,2.61,Refunded,249924.47999999998
Товары для дома,2015-06-02,Пакеты для спортивного инвентаря,7047,784,2003-05-17,433,3.42,On Backorder,664109.2799999999
Товары для дома,2016-10-02,Гель для душа,6946,785,1999-05-02,441,4.63,Backorder,654591.0399999999
Фрукты,2029-06-02,Помело,6505,786,2022-04-02,925,3.21,Available for Pickup,613031.2
Бакалея,2030-05-20,Каша из кукурузной муки,4940,787,1999-05-12,672,4.9,Temporarily Unavailable,465545.6
Напитки,2022-04-12,Омская,1736,788,2015-05-03,369,2.3,In Stock,163600.63999999998
Овощи,2004-04-09,Брюква,4744,789,1991-06-05,74,4.04,Delivered,447074.56
Напитки,2028-08-10,Adrenaline Rush,8145,790,2013-02-01,577,2.38,Available for Pickup,767584.7999999999
Фрукты,2028-02-22,Хурма,6317,791,2011-04-10,242,2.67,Sold,595314.08
